-----------------------------------------------------------------------
PARAMETROS UTILIZADOS: 
SELECAO TORNEIO: true
SELECAO ROLETA: false
CROSSOVER CLASSICO: true
CROSSOVER PMX: false
MUTACAO INSERTION: true
MUTACAO SWAP: false
TX. CROSSOVER: 0.35
TX. MUTACAO: 0.25
N. GERACOES: 250
N. CROMOSSOMOS (TAM. POP.): 100
-----------------------------------------------------------------------

Custo ; Geracao 
3102.6533507715612;0
3208.3127234559247;0
3225.9521355624006;0
3210.0518922703877;0
3179.309626976459;0
3242.6232970650394;0
3275.7586925819705;0
3252.496968467039;0
3239.699637045042;0
3283.0935509009155;0
3254.1431503430917;0
3267.7851895910526;0
3296.042682961255;0
3306.2401747774925;0
3348.047830059824;0
3317.6184316942686;0
3306.4224545904385;0
3310.9055641559808;0
3370.383783372163;0
3366.5281153644532;0
3350.0375973834243;0
3312.7164056762044;0
3396.3163656301904;0
3331.0882090312757;0
3334.751860117715;0
3321.3132026915773;0
3332.747988083153;0
3358.7677581959674;0
3337.3148571799234;0
3335.9398090328623;0
3382.550812695358;0
3396.389803140292;0
3353.202014395564;0
3351.2851370144595;0
3427.0251314572456;0
3397.6241538088566;0
3419.8869327982106;0
3396.7481826427775;0
3433.9975490520615;0
3409.9096753690665;0
3403.951901419139;0
3378.4204052108958;0
3434.496742318508;0
3389.726991296914;0
3453.223092119538;0
3401.771002014626;0
3426.3920378551647;0
3468.097437496131;0
3432.3487711362563;0
3466.807764641217;0
3433.966994604998;0
3470.4752434065163;0
3465.2969912585677;0
3530.180743784977;0
3521.4024438120805;0
3551.4915643150034;0
3486.269841017443;0
3474.3725054589404;0
3487.213570419251;0
3519.6472475913297;0
3560.797164846871;0
3472.4727711954592;0
3541.135924008451;0
3548.185198442889;0
3556.2838982163007;0
3554.6619712588003;0
3492.5231436703352;0
3493.0658666337863;0
3503.4318154841235;0
3551.9289078511647;0
3542.325235163434;0
3543.092004940426;0
3537.8683122055522;0
3532.3980969857507;0
3619.471797428634;0
3584.5052725548016;0
3600.7064733092716;0
3569.0394422345666;0
3603.1620315731043;0
3600.417939009502;0
3623.890689505997;0
3626.548754452097;0
3648.1408476729284;0
3668.4327521503737;0
3668.711802165268;0
3630.3599593736535;0
3668.7694863931606;0
3650.740733729422;0
3640.162390413735;0
3693.3483545818485;0
3676.417872025792;0
3705.7349404961947;0
3682.8486530879686;0
3707.4756470428447;0
3767.8214138245708;0
3692.090939620278;0
3692.0014003961332;0
3750.0618017022202;0
3766.754872170372;0
3786.958204627335;0
3175.400958270397;1
3116.893398738459;1
3185.662386008234;1
3185.7229467982297;1
3188.351157921917;1
3264.4145449602597;1
3255.9374492476895;1
3302.073756872985;1
3269.855267083614;1
3313.5761513265193;1
3314.204672816236;1
3303.6380843319407;1
3317.238463854058;1
3323.4739986421223;1
3296.583915343406;1
3301.0780959435147;1
3373.4233510625786;1
3394.9523356617665;1
3372.984419765804;1
3396.834515177088;1
3384.161488637916;1
3350.570421859181;1
3326.725106813881;1
3368.61688327096;1
3382.802362993857;1
3413.0613960575392;1
3402.1574905251546;1
3379.287887757758;1
3406.486110321852;1
3417.823850515857;1
3407.9118247904335;1
3396.9891157086113;1
3369.3931303776835;1
3418.364844062258;1
3417.2463947160263;1
3393.789056170535;1
3397.3137963473723;1
3385.869165608348;1
3449.479513671205;1
3395.864859547606;1
3416.2101912300536;1
3428.5538825515637;1
3437.9096606568655;1
3467.024949751623;1
3441.6333459659895;1
3435.832817476063;1
3429.2135064784825;1
3459.7153827626453;1
3492.5213931960275;1
3450.1597709575535;1
3429.149149651092;1
3464.466827125711;1
3444.519199229339;1
3497.5769448946003;1
3482.96031638874;1
3489.7700497206497;1
3461.6052501652903;1
3537.6570488680545;1
3496.721574119036;1
3508.8153718387894;1
3509.443522599112;1
3481.5761117637735;1
3535.5635068838374;1
3516.082416196634;1
3539.249943013791;1
3490.44384031312;1
3545.970569374127;1
3504.31747888656;1
3550.08406374584;1
3577.3187726979686;1
3494.421872188572;1
3537.843083480687;1
3588.8832176181804;1
3561.232412303674;1
3534.4159020307043;1
3656.1547795332876;1
3548.5200426289266;1
3554.4714096189396;1
3575.3090614691228;1
3572.7109953438785;1
3549.910418182951;1
3612.556005065534;1
3574.968928983368;1
3590.02266654565;1
3561.3483173292125;1
3626.6821823636465;1
3603.350868912959;1
3593.421801534762;1
3649.2995485859105;1
3601.119935699755;1
3653.3483330681406;1
3657.530548387841;1
3632.7820945047115;1
3705.230824057965;1
3675.0576346586017;1
3659.925036714632;1
3666.800656014484;1
3745.319660039936;1
3744.4948758600403;1
3777.106347916802;1
3046.065439378876;2
3123.743970205695;2
3096.874539918018;2
3199.8890742913786;2
3169.0228003756683;2
3236.1131485474284;2
3249.600526536586;2
3251.641168176067;2
3291.2311717467105;2
3283.85129691312;2
3324.2820827766413;2
3280.230888927909;2
3295.7768259960726;2
3304.231024632799;2
3320.8435218865156;2
3339.8164997864305;2
3296.5342797627445;2
3296.5909983038737;2
3342.9389913598047;2
3305.8101327826876;2
3301.300277995643;2
3327.4270226602193;2
3374.211965360071;2
3391.961392426343;2
3356.455792461757;2
3355.6839100081647;2
3368.007203253269;2
3385.7335304075905;2
3368.800538318834;2
3410.228053259972;2
3372.2286958326827;2
3390.422721274245;2
3372.1111488840515;2
3414.193771121124;2
3429.1799926824715;2
3439.722893617722;2
3429.7372450376947;2
3416.588003834929;2
3401.341139885524;2
3429.625767195748;2
3426.495275331421;2
3460.5491801148364;2
3389.687870331029;2
3378.778557651538;2
3422.687239700894;2
3456.7979981156595;2
3437.032821059843;2
3421.131333013104;2
3393.914858907891;2
3424.3594029173864;2
3408.819166945675;2
3443.769644076893;2
3424.721020927697;2
3431.119718416425;2
3415.481474446395;2
3484.9739683527355;2
3457.965613716146;2
3513.8421123182766;2
3502.211912646336;2
3471.8049081920153;2
3485.7974494552013;2
3527.8048717219867;2
3479.192600639988;2
3487.546044388536;2
3498.0097609934387;2
